TrackID,Title,ArtistID,AlbumID,PlayCount,Duration,ReleaseDate
788,Policy.,8,76,998401217,1900-01-01 10:00:07,1984-10-01
789,Second choice.,11,85,814820967,1900-01-01 06:19:35,1998-08-18
790,Very factor.,8,74,876642930,1900-01-01 12:18:04,1980-02-21
791,Democrat authority.,3,3,198769643,1900-01-01 14:42:20,2017-02-13
792,Specific.,24,50,48012696,1900-01-01 09:43:57,1971-06-30
793,Behind debate.,1,117,690400747,1900-01-01 15:03:59,2004-05-06
794,Value.,4,81,554027287,1900-01-01 19:34:25,2002-09-02
795,Exactly.,25,119,219370231,1900-01-01 21:02:11,2004-12-25
796,Style.,9,3,28875980,1900-01-01 18:54:12,1998-03-22
797,Agreement.,3,44,296724,1900-01-01 13:27:32,1983-07-04
798,Assume.,17,119,679782186,1900-01-01 13:22:58,2005-07-01
799,Wrong.,23,110,154796511,1900-01-01 08:25:26,2002-03-06
800,Training behavior.,1,6,825505847,1900-01-01 18:45:50,2021-05-15
801,Ten hear.,6,28,248542816,1900-01-01 08:49:18,1970-08-04
802,Good.,3,16,893044904,1900-01-01 11:43:59,2013-12-07
803,Sell.,6,37,35244044,1900-01-01 02:21:51,1995-11-21
804,Middle.,6,103,774146447,1900-01-01 17:16:49,1992-10-26
805,Building.,16,7,120167004,1900-01-01 21:40:15,1982-08-09
806,Civil.,25,57,870418707,1900-01-01 19:09:54,1996-12-08
807,First.,9,67,372860934,1900-01-01 08:04:40,2003-09-22
808,Organization.,13,39,42115630,1900-01-01 18:53:30,1975-11-21
809,Why sing.,23,108,285259141,1900-01-01 20:00:21,2023-12-21
810,For.,19,59,99358797,1900-01-01 18:32:57,1987-09-20
811,Edge save.,10,72,527015165,1900-01-01 20:20:00,2020-08-21
812,Human.,22,49,859845727,1900-01-01 07:17:05,1990-08-06
813,Because I.,22,89,452829550,1900-01-01 22:54:43,1972-10-14
814,Song.,19,114,431084701,1900-01-01 17:28:43,1970-12-08
815,Close sort.,23,97,437367922,1900-01-01 09:54:17,1995-12-26
816,Industry various.,4,66,738516523,1900-01-01 04:42:39,1994-04-18
817,Trade.,13,88,89938913,1900-01-01 12:59:54,1982-07-19
818,Short majority.,20,84,449714787,1900-01-01 09:53:11,1988-08-23
819,Process.,10,54,629194028,1900-01-01 09:51:35,1972-04-06
820,Number.,25,82,153528179,1900-01-01 06:37:38,1980-05-25
821,Less act.,12,46,250944109,1900-01-01 22:04:45,1975-09-16
822,Option.,14,36,949523430,1900-01-01 17:00:16,1972-01-20
823,Eat collection.,4,77,132384676,1900-01-01 23:16:19,2001-02-09
824,Increase hotel.,3,54,28697738,1900-01-01 21:47:54,1977-12-17
825,Yes.,3,17,503887577,1900-01-01 19:57:05,1993-06-16
826,Trade protect.,17,16,568366549,1900-01-01 15:56:59,1978-01-23
827,Significant over.,23,109,469759623,1900-01-01 21:21:42,1998-11-06
828,Wonder story.,17,63,293069191,1900-01-01 23:05:57,2000-03-07
829,Peace to.,19,58,541618826,1900-01-01 18:11:03,1981-07-28
830,Main.,14,39,712904671,1900-01-01 20:23:37,2011-04-19
831,Fly.,16,56,866775528,1900-01-01 13:39:05,2015-07-16
832,Leave also.,24,45,412740915,1900-01-01 15:01:13,2016-08-21
833,Sometimes relate.,22,65,221108648,1900-01-01 22:32:10,2017-03-28
834,Reason.,6,50,960839923,1900-01-01 20:38:53,1994-07-03
835,Particular hear.,6,80,425316610,1900-01-01 04:50:56,2008-11-02
836,Order.,4,96,159662631,1900-01-01 11:59:25,1992-02-18
837,Career.,23,98,44370499,1900-01-01 17:40:37,2005-09-26
838,Fight heavy.,3,80,914373701,1900-01-01 14:55:02,2017-07-12
839,Might.,8,48,794931205,1900-01-01 11:31:05,1991-03-23
840,Show.,12,95,987765664,1900-01-01 22:46:48,2003-11-15
841,Study.,24,6,148656922,1900-01-01 18:44:12,1980-11-25
842,Finally build.,13,6,705877321,1900-01-01 12:13:28,2004-03-15
843,Always man.,13,7,967754776,1900-01-01 17:12:30,1977-01-25
844,Military.,15,72,902061937,1900-01-01 21:56:11,1977-03-06
845,Finish.,10,18,930927670,1900-01-01 22:58:38,1980-01-24
846,Common imagine.,20,92,954967447,1900-01-01 19:57:46,2022-09-21
847,Herself property.,1,41,488575961,1900-01-01 18:05:59,1986-01-13
848,Almost.,21,101,648279155,1900-01-01 08:25:03,1995-04-13
849,Tell your.,2,78,704077781,1900-01-01 23:55:30,2024-05-14
850,Similar dinner.,15,88,688180918,1900-01-01 07:07:20,2001-01-16
851,Region learn.,14,125,775158206,1900-01-01 18:14:20,2009-10-30
852,Test stage.,3,78,349486555,1900-01-01 17:50:59,1976-07-19
853,High.,3,84,596258230,1900-01-01 10:05:04,1994-09-07
854,You help.,19,118,244605623,1900-01-01 07:01:41,2013-11-07
855,Watch.,3,61,605216039,1900-01-01 10:30:53,1972-01-01
856,Administration.,3,51,529853053,1900-01-01 14:18:19,1987-10-01
857,Visit town.,17,108,788279521,1900-01-01 08:54:58,1994-08-04
858,One everyone.,17,89,801484185,1900-01-01 03:15:21,1974-03-21
859,Process.,3,56,637390390,1900-01-01 18:35:17,1984-11-18
860,Company.,13,6,963038068,1900-01-01 17:36:27,1980-10-22
861,Soldier road.,18,1,179687498,1900-01-01 16:12:07,1986-03-04
862,Say.,25,10,283629939,1900-01-01 02:31:42,2016-06-13
863,Effort.,3,123,364989970,1900-01-01 00:44:04,1970-08-12
864,Tonight carry.,18,43,308791908,1900-01-01 00:40:31,1979-08-15
865,Behind apply.,14,73,210201079,1900-01-01 02:23:39,1972-07-21
866,Fire necessary.,24,76,384131709,1900-01-01 02:29:01,1975-05-08
867,Past.,17,83,199711211,1900-01-01 17:18:59,2015-09-30
868,Reason whom.,14,65,310762382,1900-01-01 05:54:03,1988-04-03
869,Kid note.,9,6,34076993,1900-01-01 14:11:02,2008-08-13
870,New international.,25,110,921870460,1900-01-01 23:04:36,1997-01-14
871,Right.,15,73,125350962,1900-01-01 11:19:54,2015-02-26
872,Majority alone.,10,120,187361776,1900-01-01 20:14:06,2013-12-07
873,Morning true.,3,76,390795537,1900-01-01 15:29:40,1987-05-04
874,Strategy.,24,43,770706420,1900-01-01 05:23:36,1997-01-21
875,Mind.,17,79,117511309,1900-01-01 20:08:07,1990-04-12
